,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,날짜,이익,누적노출
35361,2019-12-02 23:40:00,20,100448,201383,무이자쿠첸압력밥솥 10인용,주방,178000,12266000,2019-12-02 00:00:00,12266000,40
35362,2019-12-02 23:40:00,20,100448,201390,일시불쿠첸압력밥솥 10인용,주방,168000,14019000,2019-12-02 00:00:00,14019000,40
35363,2019-12-02 23:40:00,20,100448,201384,무이자쿠첸압력밥솥 6인용,주방,158000,2898000,2019-12-02 00:00:00,2898000,40
35368,2019-12-03 00:00:00,20,100448,201391,일시불쿠첸압력밥솥 6인용,주방,148000,17641000,2019-12-03 00:00:00,17641000,20
35366,2019-12-03 00:00:00,20,100448,201390,일시불쿠첸압력밥솥 10인용,주방,168000,31665000,2019-12-03 00:00:00,31665000,20
35367,2019-12-03 00:00:00,20,100448,201384,무이자쿠첸압력밥솥 6인용,주방,158000,9782000,2019-12-03 00:00:00,9782000,20
35365,2019-12-03 00:00:00,20,100448,201383,무이자쿠첸압력밥솥 10인용,주방,178000,27093000,2019-12-03 00:00:00,27093000,20
35369,2019-12-03 00:20:00,60,100072,200194,"삼성화재 천만안심 건강보험(암보험, 1907)",무형,0,0,2019-12-03 00:00:00,0,60
35372,2019-12-03 02:00:00,20,100418,201323,코몽트 덤블 플리스 자켓 2종,의류,49900,27049000,2019-12-03 00:00:00,27049000,60
35377,2019-12-03 07:00:00,20,100129,200340,뱅뱅 남성 본딩기모데님3종,의류,99000,32000000,2019-12-03 00:00:00,32000000,60
35378,2019-12-03 07:00:00,20,100129,200351,뱅뱅 여성 본딩기모데님3종,의류,99000,17158000,2019-12-03 00:00:00,17158000,60
35381,2019-12-03 08:00:00,20,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,52916000,2019-12-03 00:00:00,52916000,60
35387,2019-12-03 09:00:00,20,100197,200665,오델로 남성 겨울모자 3종,잡화,29800,29589000,2019-12-03 00:00:00,29589000,60
35386,2019-12-03 09:00:00,20,100197,200666,오델로 여성 겨울모자 3종,잡화,29800,60928000,2019-12-03 00:00:00,60928000,60
35390,2019-12-03 10:00:00,20,100052,200135,스팀큐다리미,생활용품,59800,32058000,2019-12-03 00:00:00,32058000,60
35402,2019-12-03 11:10:00,10,100006,200009,AAA 19 F/W 여성 트레킹화 3종,잡화,49800,13234000,2019-12-03 00:00:00,13234000,60
35401,2019-12-03 11:10:00,10,100006,200008,AAA 19 F/W 남성 트레킹화 3종,잡화,49800,20506000,2019-12-03 00:00:00,20506000,60
35405,2019-12-03 12:00:00,20,100705,202070,김정배 명인 젓갈세트 8통,농수축,39900,51105000,2019-12-03 00:00:00,51105000,60
35408,2019-12-03 13:00:00,20,100534,202430,현대렌탈케어 정수기 렌탈,무형,0,0,2019-12-03 00:00:00,0,60
35411,2019-12-03 14:00:00,20,100271,200897,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,56237000,2019-12-03 00:00:00,56237000,60
35414,2019-12-03 15:00:00,20,100440,201360,오가닉뷰티 웜  레이스 코튼 란쥬세트,속옷,69900,38176000,2019-12-03 00:00:00,38176000,60
35427,2019-12-03 15:50:00,30,100786,202305,[루이띠에] 18K 베르니아 귀걸이,잡화,490000,6642000,2019-12-03 00:00:00,6642000,60
35428,2019-12-03 15:50:00,30,100786,202304,[루이띠에] 18K 베르니아  반지,잡화,750000,50000,2019-12-03 00:00:00,50000,60
35425,2019-12-03 15:50:00,30,100786,202306,[루이띠에] 18K 베르니아 목걸이,잡화,790000,1231000,2019-12-03 00:00:00,1231000,60
35426,2019-12-03 15:50:00,30,100786,202309,[루이띠에] 18K 베르니아 팔찌,잡화,1350000,4090000,2019-12-03 00:00:00,4090000,60
35422,2019-12-03 15:50:00,30,100786,202308,[루이띠에] 18K 베르니아 주얼리 세트,잡화,2990000,35843000,2019-12-03 00:00:00,35843000,60
35423,2019-12-03 15:50:00,30,100786,202307,[루이띠에] 18K 베르니아 목걸이 팔찌 세트,잡화,2090000,50000,2019-12-03 00:00:00,50000,60
35424,2019-12-03 15:50:00,30,100786,202310,[루이띠에] 18K 베르니아 팔찌 반지 세트,잡화,2030000,50000,2019-12-03 00:00:00,50000,60
35431,2019-12-03 17:00:00,20,100523,201590,현대어찬 손질갈치,농수축,36900,55500000,2019-12-03 00:00:00,55500000,60
35434,2019-12-03 18:00:00,20,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,65411000,2019-12-03 00:00:00,65411000,60
35437,2019-12-03 19:00:00,20,100637,201955,영산포숙성홍어회7팩,농수축,29900,53767000,2019-12-03 00:00:00,53767000,60
35440,2019-12-03 20:00:00,20,100501,201519,파격가 노비타 스마트 비데 무료설치,생활용품,189000,75452000,2019-12-03 00:00:00,75452000,60
35445,2019-12-03 21:00:00,20,100483,201460,무이자 클란츠 멀티쿡,주방,64800,33760000,2019-12-03 00:00:00,33760000,60
35446,2019-12-03 21:00:00,20,100483,201461,일시불 클란츠 멀티쿡,주방,60800,49793000,2019-12-03 00:00:00,49793000,60
35452,2019-12-03 22:00:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,92322000,2019-12-03 00:00:00,92322000,60
35451,2019-12-03 22:00:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,83635000,2019-12-03 00:00:00,83635000,60
35461,2019-12-03 23:00:00,20,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,218000,40199000,2019-12-03 00:00:00,40199000,60
35464,2019-12-03 23:00:00,20,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,198000,8232000,2019-12-03 00:00:00,8232000,60
35463,2019-12-03 23:00:00,20,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,208000,12563000,2019-12-03 00:00:00,12563000,60
35462,2019-12-03 23:00:00,20,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,208000,33681000,2019-12-03 00:00:00,33681000,60
35475,2019-12-03 23:40:00,20,100575,201777,초특가 무이자 삼성 UHD TVUN55RU7150FXKR,가전,1110000,3063000,2019-12-03 00:00:00,3063000,40
35476,2019-12-03 23:40:00,20,100575,201780,초특가 일시불 삼성 UHD TVUN55RU7150FXKR,가전,1050000,50000,2019-12-03 00:00:00,50000,40
35472,2019-12-03 23:40:00,20,100575,201781,초특가 일시불 삼성 UHD TVUN75RU7150FXKR,가전,2500000,50000,2019-12-03 00:00:00,50000,40
35473,2019-12-03 23:40:00,20,100575,201776,초특가 무이자 삼성 UHD TV UN65RU7150FXKR,가전,1620000,8818000,2019-12-03 00:00:00,8818000,40
35474,2019-12-03 23:40:00,20,100575,201779,초특가 일시불 삼성 UHD TV UN65RU7150FXKR,가전,1530000,50000,2019-12-03 00:00:00,50000,40
35471,2019-12-03 23:40:00,20,100575,201778,초특가 무이자 삼성 UHD TVUN75RU7150FXKR,가전,2660000,50000,2019-12-03 00:00:00,50000,40
35478,2019-12-04 00:00:00,20,100575,201781,초특가 일시불 삼성 UHD TVUN75RU7150FXKR,가전,2500000,6809000,2019-12-04 00:00:00,6809000,20
35481,2019-12-04 00:00:00,20,100575,201777,초특가 무이자 삼성 UHD TVUN55RU7150FXKR,가전,1110000,6022000,2019-12-04 00:00:00,6022000,20
35479,2019-12-04 00:00:00,20,100575,201776,초특가 무이자 삼성 UHD TV UN65RU7150FXKR,가전,1620000,17531000,2019-12-04 00:00:00,17531000,20
35482,2019-12-04 00:00:00,20,100575,201780,초특가 일시불 삼성 UHD TVUN55RU7150FXKR,가전,1050000,5723000,2019-12-04 00:00:00,5723000,20
35477,2019-12-04 00:00:00,20,100575,201778,초특가 무이자 삼성 UHD TVUN75RU7150FXKR,가전,2660000,7243000,2019-12-04 00:00:00,7243000,20
35480,2019-12-04 00:00:00,20,100575,201779,초특가 일시불 삼성 UHD TV UN65RU7150FXKR,가전,1530000,4176000,2019-12-04 00:00:00,4176000,20
35491,2019-12-04 02:00:00,20,100320,201301,올바로 문어발 샤워기 1세트,생활용품,28900,6776000,2019-12-04 00:00:00,6776000,60
35490,2019-12-04 02:00:00,20,100320,201300,올바로 문어발 샤워기 1+1,생활용품,54900,17269000,2019-12-04 00:00:00,17269000,60
35494,2019-12-04 07:00:00,20,100262,200876,더블모 어성초 샴푸,이미용,59800,53002000,2019-12-04 00:00:00,53002000,60
35499,2019-12-04 08:00:00,20,100129,200340,뱅뱅 남성 본딩기모데님3종,의류,99000,29419000,2019-12-04 00:00:00,29419000,60
35500,2019-12-04 08:00:00,20,100129,200351,뱅뱅 여성 본딩기모데님3종,의류,99000,20612000,2019-12-04 00:00:00,20612000,60
35503,2019-12-04 09:00:00,20,100180,200608,쓰임 마호가니 원목도마 4종 세트,주방,49000,40730000,2019-12-04 00:00:00,40730000,60
35507,2019-12-04 10:20:00,20,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,58915000,2019-12-04 00:00:00,58915000,80
35510,2019-12-04 11:20:00,20,100255,200869,한일 대용량 스텐 분쇄믹서기,주방,109800,70792000,2019-12-04 00:00:00,70792000,60
35512,2019-12-04 12:00:00,20,100074,200199,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),이미용,39800,58318000,2019-12-04 00:00:00,58318000,100
35513,2019-12-04 12:20:00,60,100072,200194,"삼성화재 천만안심 건강보험(암보험, 1907)",무형,0,0,2019-12-04 00:00:00,0,60
35519,2019-12-04 14:10:00,10,100046,200125,고칼슘검은콩두유48팩+호두아몬드 두유48팩,농수축,30900,26933000,2019-12-04 00:00:00,26933000,60
35525,2019-12-04 15:00:00,20,100288,200923,히트융 극세사 퍼융기모 여성 동내의 패키지,속옷,69900,15080000,2019-12-04 00:00:00,15080000,60
35524,2019-12-04 15:00:00,20,100288,200921,히트융 극세사 퍼융기모 남성 동내의 패키지,속옷,69900,34833000,2019-12-04 00:00:00,34833000,60
35528,2019-12-04 16:00:00,20,100332,201040,실크테라피 오리지널 에센스 패키지,이미용,69900,40178000,2019-12-04 00:00:00,40178000,60
35531,2019-12-04 17:00:00,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,61705000,2019-12-04 00:00:00,61705000,60
35534,2019-12-04 18:00:00,20,100534,202430,현대렌탈케어 정수기 렌탈,무형,0,0,2019-12-04 00:00:00,0,60
35537,2019-12-04 19:00:00,20,100323,201025,피시원 국내산 햇 손질문어 7팩,농수축,49900,60029000,2019-12-04 00:00:00,60029000,60
35545,2019-12-04 20:00:00,20,100610,201884,푸마 시그니처 코튼 트렁크 9종,속옷,89000,11994000,2019-12-04 00:00:00,11994000,60
35546,2019-12-04 20:00:00,20,100610,201906,푸마 코튼 언더탑 9종,속옷,89000,5490000,2019-12-04 00:00:00,5490000,60
35544,2019-12-04 20:00:00,20,100610,201883,푸마 스트레치 심리스 드로즈 11종,속옷,89000,56472000,2019-12-04 00:00:00,56472000,60
35562,2019-12-04 21:00:00,20,100373,201192,(무)장수흙침대 퀸,가구,1490000,15533000,2019-12-04 00:00:00,15533000,60
35564,2019-12-04 21:00:00,20,100373,201188,(무)장수 클래식 흙카우치,가구,1690000,3645000,2019-12-04 00:00:00,3645000,60
35561,2019-12-04 21:00:00,20,100373,201197,(일)장수흙침대 퀸,가구,1320000,72449000,2019-12-04 00:00:00,72449000,60
35560,2019-12-04 21:00:00,20,100373,201191,(무)장수흙침대 싱글,가구,1290000,8262000,2019-12-04 00:00:00,8262000,60
35559,2019-12-04 21:00:00,20,100373,201196,(일)장수흙침대 싱글,가구,1120000,16144000,2019-12-04 00:00:00,16144000,60
35563,2019-12-04 21:00:00,20,100373,201193,(일)장수 클래식 흙카우치,가구,1520000,19036000,2019-12-04 00:00:00,19036000,60
35567,2019-12-04 22:00:00,20,100150,200427,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,489000,125168000,2019-12-04 00:00:00,125168000,60
35583,2019-12-04 23:00:00,20,100157,200492,무이자 LG트롬 건조기 14kg RH14VN(실버),가전,1890000,50000,2019-12-04 00:00:00,50000,60
35580,2019-12-04 23:00:00,20,100157,200561,일시불 LG트롬 건조기 16kg RH16WN(화이트),가전,1900000,17135000,2019-12-04 00:00:00,17135000,60
35584,2019-12-04 23:00:00,20,100157,200560,일시불 LG트롬 건조기 14kg RH14WN(화이트),가전,1700000,50000,2019-12-04 00:00:00,50000,60
35582,2019-12-04 23:00:00,20,100157,200559,일시불 LG트롬 건조기 14kg RH14VN(실버),가전,1800000,50000,2019-12-04 00:00:00,50000,60
35581,2019-12-04 23:00:00,20,100157,200494,무이자 LG트롬 건조기 16kg RH16WN(화이트),가전,1990000,29882000,2019-12-04 00:00:00,29882000,60
35585,2019-12-04 23:00:00,20,100157,200493,무이자 LG트롬 건조기 14kg RH14WN(화이트),가전,1790000,50000,2019-12-04 00:00:00,50000,60
35587,2019-12-04 23:40:00,20,100543,201624,넥센타이어 렌탈서비스,무형,0,0,2019-12-04 00:00:00,0,40
35588,2019-12-05 00:00:00,20,100543,201624,넥센타이어 렌탈서비스,무형,0,0,2019-12-05 00:00:00,0,20
35591,2019-12-05 01:00:00,20,100271,200897,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,47779000,2019-12-05 00:00:00,47779000,60
35596,2019-12-05 02:00:00,20,100405,201290,란체티 남성 융기모 히팅 동내의 패키지,속옷,59900,19653000,2019-12-05 00:00:00,19653000,60
35597,2019-12-05 02:00:00,20,100405,201291,란체티 여성 융기모 히팅 동내의 패키지,속옷,59900,9264000,2019-12-05 00:00:00,9264000,60
35600,2019-12-05 07:00:00,20,100459,201425,크리스티나앤코 피치기모팬츠,의류,59000,35446000,2019-12-05 00:00:00,35446000,60
35603,2019-12-05 08:00:00,20,100539,201620,"[광동제약] 석류 100, 총 5박스",건강기능,69900,22267000,2019-12-05 00:00:00,22267000,60
35606,2019-12-05 09:00:00,20,100327,201031,[VONIN]보닌 남성기초세트,이미용,54000,52056000,2019-12-05 00:00:00,52056000,60
35609,2019-12-05 10:00:00,20,100475,201450,파뷔에 스페셜에디션 프라이팬세트,주방,59800,41012000,2019-12-05 00:00:00,41012000,60
35615,2019-12-05 11:00:00,20,100613,201874,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,5941000,2019-12-05 00:00:00,5941000,60
35614,2019-12-05 11:00:00,20,100613,201897,푸마 웜셀 퍼치마레깅스 3종,속옷,59000,45489000,2019-12-05 00:00:00,45489000,60
35618,2019-12-05 12:00:00,20,100637,201955,영산포숙성홍어회7팩,농수축,29900,54937000,2019-12-05 00:00:00,54937000,60
35621,2019-12-05 13:00:00,20,100319,201012,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,50043000,2019-12-05 00:00:00,50043000,60
35624,2019-12-05 14:00:00,20,100247,200828,네오젠 에이지큐어 원미닛 링클 리프트,이미용,59900,47731000,2019-12-05 00:00:00,47731000,60
35628,2019-12-05 14:40:00,20,100337,201051,더커진거창특등급사과 5kg+5kg,농수축,49900,21679000,2019-12-05 00:00:00,21679000,40
35627,2019-12-05 14:40:00,20,100337,201049,거창특등급사과 5kg+5kg,농수축,43900,10673000,2019-12-05 00:00:00,10673000,40
35629,2019-12-05 15:00:00,20,100849,202513,멋진밥상 흥양농협 햅쌀 20kg,농수축,58900,52542000,2019-12-05 00:00:00,52542000,20
35632,2019-12-05 16:00:00,20,100832,202446,청정수산 완도활전복 中사이즈 17-18미(1kg이상!),농수축,39900,49011000,2019-12-05 00:00:00,49011000,60
35635,2019-12-05 17:00:00,20,100534,202430,현대렌탈케어 정수기 렌탈,무형,0,0,2019-12-05 00:00:00,0,60
35643,2019-12-05 18:00:00,20,100013,200017,AAC 한우소머리 곰탕,농수축,49900,14660000,2019-12-05 00:00:00,14660000,60
35644,2019-12-05 18:00:00,20,100013,200018,AAC 한우소머리양곰탕,농수축,49900,6217000,2019-12-05 00:00:00,6217000,60
35642,2019-12-05 18:00:00,20,100013,200023,AAC한우소머리곰탕양곰탕세트,농수축,49900,53984000,2019-12-05 00:00:00,53984000,60
35659,2019-12-05 19:00:00,20,100372,201169,(싱글+싱글)일월 품안애 온수매트,생활용품,198000,39030000,2019-12-05 00:00:00,39030000,60
35657,2019-12-05 19:00:00,20,100372,201182,(퀸+퀸)일월 품안애 온수매트,생활용품,248000,70271000,2019-12-05 00:00:00,70271000,60
35660,2019-12-05 19:00:00,20,100372,201187,(킹사이즈)일월 품안애 온수매트,생활용품,168000,21674000,2019-12-05 00:00:00,21674000,60
35662,2019-12-05 19:00:00,20,100372,201172,(싱글사이즈)일월 품안애 온수매트,생활용품,118000,27578000,2019-12-05 00:00:00,27578000,60
35661,2019-12-05 19:00:00,20,100372,201184,(퀸사이즈)일월 품안애 온수매트,생활용품,148000,29726000,2019-12-05 00:00:00,29726000,60
35658,2019-12-05 19:00:00,20,100372,201180,(퀸+싱글)일월 품안애 온수매트,생활용품,218000,66646000,2019-12-05 00:00:00,66646000,60
35665,2019-12-05 20:00:00,20,100029,200043,테팔 에어포스 라이트 무선 청소기,생활용품,119000,65255000,2019-12-05 00:00:00,65255000,60
35668,2019-12-05 21:00:00,10,100317,201004,국내산 손질 햇 갑오징어 9팩,농수축,49900,47069000,2019-12-05 00:00:00,47069000,50
35677,2019-12-05 22:00:00,20,100148,200413,LG 울트라HD TV 75UM7900BNA,가전,2840000,21198000,2019-12-05 00:00:00,21198000,60
35675,2019-12-05 22:00:00,20,100148,200411,LG 울트라HD TV 55UM7900BNA,가전,1200000,20690000,2019-12-05 00:00:00,20690000,60
35676,2019-12-05 22:00:00,20,100148,200412,LG 울트라HD TV 65UM7900BNA,가전,1700000,42754000,2019-12-05 00:00:00,42754000,60
35680,2019-12-05 23:00:00,20,100091,200249,(1등급)221L_딤채김치냉장고(LDL22DHWJJ),가전,899000,50225000,2019-12-05 00:00:00,50225000,60
35682,2019-12-05 23:40:00,20,100790,202349,휴테크 안마의자,무형,0,0,2019-12-05 00:00:00,0,40
35683,2019-12-06 00:00:00,20,100790,202349,휴테크 안마의자,무형,0,0,2019-12-06 00:00:00,0,20
35686,2019-12-06 01:00:00,20,100176,200601,사운드룩 포터블 블루투스 LP턴테이블 SLT-100BT,생활용품,99000,23004000,2019-12-06 00:00:00,23004000,60
35689,2019-12-06 02:00:00,20,100756,202208,아가타 올인원 에디션(앵클부츠1종+플랫슈즈1종),잡화,69000,20071000,2019-12-06 00:00:00,20071000,60
35695,2019-12-06 07:00:00,20,100454,201406,NNF 여성 패딩점퍼,의류,49000,21684000,2019-12-06 00:00:00,21684000,60
35694,2019-12-06 07:00:00,20,100454,201398,NNF 남성 패딩점퍼,의류,59000,13994000,2019-12-06 00:00:00,13994000,60
35698,2019-12-06 08:00:00,20,100562,201659,무농약레드비트즙 90봉,건강기능,39900,40096000,2019-12-06 00:00:00,40096000,60
35706,2019-12-06 09:00:00,20,100238,200809,초특가  국내제조 센스하우스 실크단열벽지 20M,생활용품,69800,12382000,2019-12-06 00:00:00,12382000,60
35705,2019-12-06 09:00:00,20,100238,200810,초특가  국내제조 센스하우스 실크단열벽지 30M,생활용품,99800,37473000,2019-12-06 00:00:00,37473000,60
35707,2019-12-06 09:00:00,20,100238,200811,초특가  국내제조 센스하우스 실크단열벽지10M,생활용품,49800,5201000,2019-12-06 00:00:00,5201000,60
35710,2019-12-06 10:00:00,20,100443,201366,오가닉뷰티 황후의 코르셋 리얼 쉐이핑 팬티 8종 패키지,속옷,59900,69461000,2019-12-06 00:00:00,69461000,60
35716,2019-12-06 11:00:00,20,100483,201461,일시불 클란츠 멀티쿡,주방,60800,46724000,2019-12-06 00:00:00,46724000,60
35715,2019-12-06 11:00:00,20,100483,201460,무이자 클란츠 멀티쿡,주방,64800,31000000,2019-12-06 00:00:00,31000000,60
35719,2019-12-06 12:00:00,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,55459000,2019-12-06 00:00:00,55459000,60
35720,2019-12-06 12:20:00,60,100848,202508,TCOM_현대해상 (무)하이콜운전자상해보험,무형,0,0,2019-12-06 00:00:00,0,60
35723,2019-12-06 14:00:00,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,44768000,2019-12-06 00:00:00,44768000,60
35738,2019-12-06 15:00:00,20,100372,201169,(싱글+싱글)일월 품안애 온수매트,생활용품,198000,28020000,2019-12-06 00:00:00,28020000,60
35739,2019-12-06 15:00:00,20,100372,201187,(킹사이즈)일월 품안애 온수매트,생활용품,168000,13776000,2019-12-06 00:00:00,13776000,60
35741,2019-12-06 15:00:00,20,100372,201172,(싱글사이즈)일월 품안애 온수매트,생활용품,118000,18061000,2019-12-06 00:00:00,18061000,60
35740,2019-12-06 15:00:00,20,100372,201184,(퀸사이즈)일월 품안애 온수매트,생활용품,148000,21132000,2019-12-06 00:00:00,21132000,60
35737,2019-12-06 15:00:00,20,100372,201180,(퀸+싱글)일월 품안애 온수매트,생활용품,218000,43118000,2019-12-06 00:00:00,43118000,60
35736,2019-12-06 15:00:00,20,100372,201182,(퀸+퀸)일월 품안애 온수매트,생활용품,248000,51160000,2019-12-06 00:00:00,51160000,60
35744,2019-12-06 16:00:00,20,100255,200869,한일 대용량 스텐 분쇄믹서기,주방,109800,53157000,2019-12-06 00:00:00,53157000,60
35747,2019-12-06 17:00:00,20,100491,201484,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,49900,29751000,2019-12-06 00:00:00,29751000,60
35750,2019-12-06 18:00:00,20,100002,200002,이보은의 우삽겹 12팩세트,농수축,49900,52443000,2019-12-06 00:00:00,52443000,60
35753,2019-12-06 19:00:00,20,100499,201501,하림뼈없는양념닭발세트,농수축,39900,58543000,2019-12-06 00:00:00,58543000,60
35756,2019-12-06 20:00:00,20,100062,200152,대동모피 19 F/W 폭스 베스트,의류,149000,126954000,2019-12-06 00:00:00,126954000,60
35766,2019-12-06 21:00:00,20,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,208000,54580000,2019-12-06 00:00:00,54580000,60
35768,2019-12-06 21:00:00,20,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,198000,14917000,2019-12-06 00:00:00,14917000,60
35765,2019-12-06 21:00:00,20,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,218000,65394000,2019-12-06 00:00:00,65394000,60
35767,2019-12-06 21:00:00,20,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,208000,9439000,2019-12-06 00:00:00,9439000,60
35771,2019-12-06 22:00:00,20,100074,200199,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),이미용,39800,78781000,2019-12-06 00:00:00,78781000,60
35777,2019-12-06 23:00:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,56298000,2019-12-06 00:00:00,56298000,60
35776,2019-12-06 23:00:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,65605000,2019-12-06 00:00:00,65605000,60
35779,2019-12-06 23:40:00,20,100324,201103,온라인투어 장가계 아시아나 특가찬스(191206) 상담예약,무형,0,0,2019-12-06 00:00:00,0,40
35782,2019-12-07 00:50:00,30,100364,201152,[상담접수상품]뇌새김 영어 렌탈,무형,0,0,2019-12-07 00:00:00,0,60
35787,2019-12-07 07:00:00,20,100262,200876,더블모 어성초 샴푸,이미용,59800,49227000,2019-12-07 00:00:00,49227000,60
35793,2019-12-07 08:00:00,20,100197,200665,오델로 남성 겨울모자 3종,잡화,29800,51996000,2019-12-07 00:00:00,51996000,60
35792,2019-12-07 08:00:00,20,100197,200666,오델로 여성 겨울모자 3종,잡화,29800,50272000,2019-12-07 00:00:00,50272000,60
35796,2019-12-07 09:00:00,20,100418,201322,코몽트 덤블 플리스 자켓 2종,의류,39900,128955000,2019-12-07 00:00:00,128955000,100
35799,2019-12-07 10:00:00,20,100808,202374,CERINI by PAT 남성 기모 릴렉스팬츠,의류,69900,73168000,2019-12-07 00:00:00,73168000,60
35805,2019-12-07 11:00:00,20,100288,200923,히트융 극세사 퍼융기모 여성 동내의 패키지,속옷,69900,93383000,2019-12-07 00:00:00,93383000,60
35804,2019-12-07 11:00:00,20,100288,200921,히트융 극세사 퍼융기모 남성 동내의 패키지,속옷,69900,153084000,2019-12-07 00:00:00,153084000,60
35808,2019-12-07 12:00:00,20,100724,202115,IH 옛 가마솥 세트,주방,62000,86394000,2019-12-07 00:00:00,86394000,60
35811,2019-12-07 13:00:00,20,100150,200427,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,489000,73424000,2019-12-07 00:00:00,73424000,60
35816,2019-12-07 14:00:00,20,100613,201897,푸마 웜셀 퍼치마레깅스 3종,속옷,59000,57237000,2019-12-07 00:00:00,57237000,60
35817,2019-12-07 14:00:00,20,100613,201874,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,4710000,2019-12-07 00:00:00,4710000,60
35823,2019-12-07 15:00:00,20,100483,201461,일시불 클란츠 멀티쿡,주방,60800,52905000,2019-12-07 00:00:00,52905000,60
35822,2019-12-07 15:00:00,20,100483,201460,무이자 클란츠 멀티쿡,주방,64800,34243000,2019-12-07 00:00:00,34243000,60
35837,2019-12-07 16:00:00,20,100372,201180,(퀸+싱글)일월 품안애 온수매트,생활용품,218000,74161000,2019-12-07 00:00:00,74161000,60
35840,2019-12-07 16:00:00,20,100372,201184,(퀸사이즈)일월 품안애 온수매트,생활용품,148000,26371000,2019-12-07 00:00:00,26371000,60
35836,2019-12-07 16:00:00,20,100372,201182,(퀸+퀸)일월 품안애 온수매트,생활용품,248000,93395000,2019-12-07 00:00:00,93395000,60
35841,2019-12-07 16:00:00,20,100372,201172,(싱글사이즈)일월 품안애 온수매트,생활용품,118000,27025000,2019-12-07 00:00:00,27025000,60
35839,2019-12-07 16:00:00,20,100372,201187,(킹사이즈)일월 품안애 온수매트,생활용품,168000,23387000,2019-12-07 00:00:00,23387000,60
35838,2019-12-07 16:00:00,20,100372,201169,(싱글+싱글)일월 품안애 온수매트,생활용품,198000,47514000,2019-12-07 00:00:00,47514000,60
35844,2019-12-07 17:00:00,20,100327,201031,[VONIN]보닌 남성기초세트,이미용,54000,61357000,2019-12-07 00:00:00,61357000,60
35846,2019-12-07 17:40:00,20,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,76083000,2019-12-07 00:00:00,76083000,40
35859,2019-12-07 20:00:00,20,100448,201390,일시불쿠첸압력밥솥 10인용,주방,168000,41898000,2019-12-07 00:00:00,41898000,60
35858,2019-12-07 20:00:00,20,100448,201383,무이자쿠첸압력밥솥 10인용,주방,178000,24452000,2019-12-07 00:00:00,24452000,60
35860,2019-12-07 20:00:00,20,100448,201384,무이자쿠첸압력밥솥 6인용,주방,158000,8582000,2019-12-07 00:00:00,8582000,60
35861,2019-12-07 20:00:00,20,100448,201391,일시불쿠첸압력밥솥 6인용,주방,148000,16118000,2019-12-07 00:00:00,16118000,60
35865,2019-12-07 21:20:00,20,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,109113000,2019-12-07 00:00:00,109113000,80
35874,2019-12-07 22:20:00,20,100148,200413,LG 울트라HD TV 75UM7900BNA,가전,2840000,14013000,2019-12-07 00:00:00,14013000,60
35873,2019-12-07 22:20:00,20,100148,200412,LG 울트라HD TV 65UM7900BNA,가전,1700000,42882000,2019-12-07 00:00:00,42882000,60
35872,2019-12-07 22:20:00,20,100148,200411,LG 울트라HD TV 55UM7900BNA,가전,1200000,33098000,2019-12-07 00:00:00,33098000,60
35878,2019-12-07 23:00:00,20,100099,200277,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),속옷,119000,25023000,2019-12-07 00:00:00,25023000,40
35877,2019-12-07 23:00:00,20,100099,200278,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),속옷,119000,60799000,2019-12-07 00:00:00,60799000,40
